model,min,T,A
A_T3_C,0.02,48.71,0.0345
A_T3_C,0.03,48.79,0.0345
A_T3_C,0.02,48.86,0.0345
A_T3_C,0.03,48.94,0.0345
A_T3_C,0.02,49.01,0.0345
A_T3_C,0.01,49.09,0.0345
A_T3_C,0.04,49.17,0.0345
A_T3_C,0.01,49.24,0.0345
A_T3_C,0.04,49.3,0.0345
A_T3_C,0.01,49.37,0.0345
A_T3_C,0.04,49.45,0.0345
A_T3_C,0.01,49.51,0.0345
A_T3_C,0.04,49.58,0.0345
A_T3_C,0.01,49.66,0.0345
A_T3_C,0.02,49.73,0.0345
A_T3_C,0.03,49.8,0.0345
A_T3_C,0.02,49.87,0.0345
A_T3_C,0.03,49.93,0.0345
A_T3_C,0.02,50,0.0345
A_T3_C,0.03,50.07,0.0345
A_T3_C,0.02,50.13,0.0345
A_T3_C,0.02,50.21,0.0345
A_T3_C,0.03,50.28,0.0345
A_T3_C,0.02,50.35,0.0345
A_T3_C,0.03,50.41,0.0345
A_T3_C,0.02,50.49,0.0345
A_T3_C,0.03,50.55,0.0345
A_T3_C,0.02,50.62,0.0345
A_T3_C,0.03,50.68,0.0345
A_T3_C,0.02,50.75,0.0345
A_T3_C,0.01,50.8,0.0345
A_T3_C,0.04,50.87,0.0345
A_T3_C,0.01,50.94,0.0345
A_T3_C,0.04,51.01,0.0345
A_T3_C,0.01,51.07,0.0345
A_T3_C,0.04,51.14,0.0345
A_T3_C,0.01,51.2,0.0345
A_T3_C,0.02,51.26,0.0345
A_T3_C,0.03,51.33,0.0345
A_T3_C,0.02,51.39,0.0345
A_T3_C,0.03,51.47,0.0345
A_T3_C,0.02,51.53,0.0345
A_T3_C,0.03,51.6,0.0345
A_T3_C,0.02,51.66,0.0345
A_T3_C,0.02,51.71,0.0345
A_T3_C,0.03,51.78,0.0345
A_T3_C,0.02,51.84,0.0345
A_T3_C,0.03,51.9,0.0345
A_T3_C,0.02,51.98,0.0345
A_T3_C,0.03,52.02,0.0345
A_T3_C,0.02,52.09,0.0345
A_T3_C,0.03,52.15,0.0345
A_T3_C,0.02,52.21,0.0345
A_T3_C,0.01,52.28,0.0345
A_T3_C,0.04,52.33,0.0345
A_T3_C,0.01,52.39,0.0345
A_T3_C,0.04,52.46,0.0345
A_T3_C,0.01,52.52,0.0345
A_T3_C,0.04,52.59,0.0345
A_T3_C,0.01,52.65,0.0345
A_T3_C,0.02,52.69,0.0345
A_T3_C,0.03,52.75,0.0345
A_T3_C,0.02,52.82,0.0345
A_T3_C,0.03,52.88,0.0345
A_T3_C,0.02,52.94,0.0345
A_T3_C,0.03,53.01,0.0345
A_T3_C,0.02,53.07,0.0345
A_T3_C,0.02,53.13,0.0345
A_T3_C,0.03,53.18,0.0345
A_T3_C,0.02,53.24,0.0345
A_T3_C,0.03,53.3,0.0345
A_T3_C,0.02,53.35,0.0345
A_T3_C,0.03,53.42,0.0345
A_T3_C,0.02,53.47,0.0345
A_T3_C,0.03,53.54,0.0345
A_T3_C,0.02,53.59,0.0345
A_T3_C,0.01,53.64,0.0345
A_T3_C,0.04,53.71,0.0345
A_T3_C,0.01,53.76,0.0345
A_T3_C,0.04,53.82,0.0345
A_T3_C,0.01,53.88,0.0345
A_T3_C,0.04,53.93,0.0345
A_T3_C,0.01,53.99,0.0345
A_T3_C,0.02,54.04,0.0345
A_T3_C,0.03,54.11,0.0345
A_T3_C,0.02,54.16,0.0345
A_T3_C,0.03,54.22,0.0345
A_T3_C,0.02,54.27,0.0345
A_T3_C,0.03,54.33,0.0345
A_T3_C,0.02,54.39,0.0345
A_T3_C,0.02,54.44,0.0345
A_T3_C,0.03,54.5,0.0345
A_T3_C,0.02,54.55,0.0345
A_T3_C,0.03,54.61,0.0345
A_T3_C,0.02,54.67,0.0345
A_T3_C,0.03,54.71,0.0345
A_T3_C,0.02,54.76,0.0345
A_T3_C,0.03,54.81,0.0345
A_T3_C,0.02,54.87,0.0345
A_T3_C,0.01,54.93,0.0345
A_T3_C,0.04,54.97,0.0345
A_T3_C,0.01,55.04,0.0345
A_T3_C,0.04,55.09,0.0345
A_T3_C,0.01,55.14,0.0345
A_T3_C,0.04,55.2,0.0345
A_T3_C,0.01,55.25,0.0345
A_T3_C,0.02,55.3,0.0345
A_T3_C,0.03,55.35,0.0345
A_T3_C,0.02,55.41,0.0345
A_T3_C,0.03,55.47,0.0345
A_T3_C,0.02,55.52,0.0345
A_T3_C,0.03,55.57,0.0345
A_T3_C,0.02,55.61,0.0345
A_T3_C,0.02,55.67,0.0345
A_T3_C,0.03,55.73,0.0345
A_T3_C,0.02,55.77,0.0345
A_T3_C,0.03,55.83,0.0345
A_T3_C,0.02,55.88,0.0345
A_T3_C,0.03,55.92,0.0345
A_T3_C,0.02,55.97,0.0345
A_T3_C,0.03,56.03,0.0345
A_T3_C,0.02,56.08,0.0345
A_T3_C,0.01,56.13,0.0345
A_T3_C,0.04,56.17,0.0345
A_T3_C,0.01,56.23,0.0345
A_T3_C,0.04,56.27,0.0345
A_T3_C,0.01,56.33,0.0345
A_T3_C,0.04,56.37,0.0345
A_T3_C,0.01,56.42,0.0345
A_T3_C,0.02,56.47,0.0345
A_T3_C,0.03,56.52,0.0345
A_T3_C,0.02,56.57,0.0345
A_T3_C,0.03,56.61,0.0345
A_T3_C,0.02,56.65,0.0345
A_T3_C,0.03,56.71,0.0345
A_T3_C,0.02,56.77,0.0345
A_T3_C,0.02,56.82,0.0345
A_T3_C,0.03,56.86,0.0345
A_T3_C,0.02,56.91,0.0345
A_T3_C,0.03,56.96,0.0345
A_T3_C,0.02,57.01,0.0345
A_T3_C,0.03,57.06,0.0345
A_T3_C,0.02,57.1,0.0345
A_T3_C,0.03,57.15,0.0345
A_T3_C,0.02,57.19,0.0345
A_T3_C,0.01,57.24,0.0345
A_T3_C,0.04,57.28,0.0345
A_T3_C,0.01,57.33,0.0345
A_T3_C,0.04,57.38,0.0345
A_T3_C,0.01,57.42,0.0345
A_T3_C,0.04,57.47,0.0345
A_T3_C,0.01,57.51,0.0345
A_T3_C,0.02,57.56,0.0345
A_T3_C,0.03,57.61,0.0345
A_T3_C,0.02,57.65,0.0345
A_T3_C,0.03,57.7,0.0345
A_T3_C,0.02,57.74,0.0345
A_T3_C,0.03,57.79,0.0345
A_T3_C,0.02,57.83,0.0345
A_T3_C,0.02,57.88,0.0345
A_T3_C,0.03,57.91,0.0345
A_T3_C,0.02,57.97,0.0345
A_T3_C,0.03,58.02,0.0345
A_T3_C,0.02,58.06,0.0345
A_T3_C,0.03,58.11,0.0345
A_T3_C,0.02,58.15,0.0345
A_T3_C,0.03,58.18,0.0345
A_T3_C,0.02,58.24,0.0345
A_T3_C,0.01,58.28,0.0345
A_T3_C,0.04,58.33,0.0345
A_T3_C,0.01,58.37,0.0345
A_T3_C,0.04,58.41,0.0345
A_T3_C,0.01,58.46,0.0345
A_T3_C,0.04,58.49,0.0345
A_T3_C,0.01,58.55,0.0345
A_T3_C,0.04,58.57,0.0345
A_T3_C,0.01,58.62,0.0345
A_T3_C,0.02,58.66,0.0345
A_T3_C,0.03,58.71,0.0345
A_T3_C,0.02,58.75,0.0345
A_T3_C,0.03,58.79,0.0345
A_T3_C,0.02,58.84,0.0345
A_T3_C,0.03,58.87,0.0345
A_T3_C,0.02,58.93,0.0345
A_T3_C,0.02,58.96,0.0345
A_T3_C,0.03,59,0.0345
A_T3_C,0.02,59.05,0.0345
A_T3_C,0.03,59.09,0.0345
A_T3_C,0.02,59.13,0.0345
A_T3_C,0.03,59.16,0.0345
A_T3_C,0.02,59.2,0.0345
A_T3_C,0.01,59.24,0.0345
A_T3_C,0.04,59.29,0.0345
A_T3_C,0.01,59.33,0.0345
A_T3_C,0.04,59.37,0.0345
A_T3_C,0.01,59.41,0.0345
A_T3_C,0.04,59.46,0.0345
A_T3_C,0.01,59.49,0.0345
A_T3_C,0.04,59.53,0.0345
A_T3_C,0.01,59.58,0.0345
A_T3_C,0.02,59.62,0.0345
A_T3_C,0.03,59.66,0.0345
A_T3_C,0.02,59.69,0.0345
A_T3_C,0.03,59.73,0.0345
A_T3_C,0.02,59.77,0.0345
A_T3_C,0.03,59.81,0.0345
A_T3_C,0.02,59.85,0.0345
A_T3_C,0.02,59.89,0.0345
A_T3_C,0.03,59.94,0.0345
A_T3_C,0.02,59.97,0.0345
A_T3_C,0.03,60,0.0345
A_T3_C,0.02,60.04,0.0345
A_T3_C,0.03,60.08,0.0345
A_T3_C,0.02,60.12,0.0345
A_T3_C,0.01,60.15,0.0345
A_T3_C,0.04,60.21,0.0345
A_T3_C,0.01,60.23,0.0345
A_T3_C,0.04,60.23,0.0345
A_T3_C,0.01,60.24,0.0345
A_T3_C,0.04,60.25,0.0345
A_T3_C,0.01,60.25,0.0345
A_T3_C,0.02,60.26,0.0345
A_T3_C,0.03,60.25,0.0345
A_T3_C,0.02,60.35,0.0345
A_T3_C,0.03,60.57,0.0345
A_T3_C,0.02,60.75,0.0345
A_T3_C,0.02,60.89,0.0345
A_T3_C,0.03,60.95,0.0345
A_T3_C,0.02,61.29,0.0345
A_T3_C,0.03,61.87,0.0345
A_T3_C,0.02,62.11,0.0345
A_T3_C,0.03,62.12,0.0345
A_T3_C,0.02,62.1,0.0345
A_T3_C,0.01,62.16,0.0345
A_T3_C,0.04,62.11,0.0345
A_T3_C,0.01,62.04,0.0345
A_T3_C,0.04,61.94,0.0345
A_T3_C,0.01,61.83,0.0345
A_T3_C,0.02,61.72,0.0345
A_T3_C,0.03,61.62,0.0345
A_T3_C,0.02,61.5,0.0345
A_T3_C,0.03,61.38,0.0345
A_T3_C,0.02,61.27,0.0345
A_T3_C,0.03,61.15,0.0345
A_T3_C,0.02,61.02,0.0345
A_T3_C,0.02,60.92,0.0345
A_T3_C,0.03,60.79,0.0345
A_T3_C,0.02,60.65,0.0345
A_T3_C,0.03,60.53,0.0345
A_T3_C,0.02,60.4,0.0345
A_T3_C,0.03,60.27,0.0345
A_T3_C,0.02,60.13,0.0345
A_T3_C,0.03,60,0.0345
A_T3_C,0.02,59.87,0.0345
A_T3_C,0.03,59.74,0.0345
A_T3_C,0.02,59.62,0.0345
A_T3_C,0.01,59.47,0.0345
A_T3_C,0.04,59.34,0.0345
A_T3_C,0.01,59.2,0.0345
A_T3_C,0.04,59.07,0.0345
A_T3_C,0.01,58.94,0.0345
A_T3_C,0.04,58.81,0.0345
A_T3_C,0.01,58.67,0.0345
A_T3_C,0.04,58.55,0.0345
A_T3_C,0.01,58.41,0.0345
A_T3_C,0.02,58.28,0.0345
A_T3_C,0.03,58.15,0.0345
A_T3_C,0.02,58.01,0.0345
A_T3_C,0.03,57.87,0.0345
A_T3_C,0.02,57.75,0.0345
A_T3_C,0.03,57.62,0.0345
A_T3_C,0.02,57.49,0.0345
A_T3_C,0.03,57.36,0.0345
A_T3_C,0.02,57.22,0.0345
A_T3_C,0.02,57.09,0.0345
A_T3_C,0.03,56.96,0.0345
A_T3_C,0.02,56.84,0.0345
A_T3_C,0.03,56.71,0.0345
A_T3_C,0.02,56.57,0.0345
A_T3_C,0.03,56.46,0.0345
A_T3_C,0.02,56.32,0.0345
A_T3_C,0.03,56.19,0.0345
A_T3_C,0.02,56.06,0.0345
A_T3_C,0.03,55.94,0.0345
A_T3_C,0.02,55.82,0.0345
A_T3_C,0.01,55.69,0.0345
A_T3_C,0.04,55.57,0.0345
A_T3_C,0.01,55.43,0.0345
A_T3_C,0.04,55.31,0.0345
A_T3_C,0.01,55.2,0.0345
A_T3_C,0.04,55.07,0.0345
A_T3_C,0.01,54.95,0.0345
A_T3_C,0.04,54.83,0.0345
A_T3_C,0.01,54.71,0.0345
A_T3_C,0.04,54.59,0.0345
A_T3_C,0.01,54.48,0.0345
A_T3_C,0.02,54.36,0.0345
A_T3_C,0.03,54.25,0.0345
A_T3_C,0.02,54.13,0.0345
A_T3_C,0.03,54.02,0.0345
A_T3_C,0.02,53.91,0.0345
A_T3_C,0.03,53.78,0.0345
A_T3_C,0.02,53.69,0.0345
A_T3_C,0.03,53.57,0.0345
A_T3_C,0.02,53.46,0.0345
A_T3_C,0.02,53.35,0.0345
A_T3_C,0.03,53.25,0.0345
A_T3_C,0.02,53.13,0.0345
A_T3_C,0.03,53.03,0.0345
A_T3_C,0.02,52.92,0.0345
A_T3_C,0.03,52.8,0.0345
A_T3_C,0.02,52.71,0.0345
A_T3_C,0.03,52.59,0.0345
A_T3_C,0.02,52.49,0.0345
A_T3_C,0.03,52.38,0.0345
A_T3_C,0.02,52.28,0.0345
A_T3_C,0.01,52.18,0.0345
A_T3_C,0.04,52.08,0.0345
A_T3_C,0.01,51.98,0.0345
A_T3_C,0.04,51.88,0.0345
A_T3_C,0.01,51.79,0.0345
A_T3_C,0.04,51.67,0.0345
A_T3_C,0.01,51.57,0.0345
A_T3_C,0.02,51.48,0.0345
A_T3_C,0.03,51.37,0.0345
A_T3_C,0.02,51.29,0.0345
A_T3_C,0.03,51.19,0.0345
A_T3_C,0.02,51.09,0.0345
A_T3_C,0.03,50.99,0.0345
A_T3_C,0.02,50.89,0.0345
A_T3_C,0.03,50.79,0.0345
A_T3_C,0.02,50.7,0.0345
A_T3_C,0.02,50.62,0.0345
A_T3_C,0.03,50.53,0.0345
A_T3_C,0.02,50.42,0.0345
A_T3_C,0.03,50.34,0.0345
A_T3_C,0.02,50.24,0.0345
A_T3_C,0.03,50.13,0.0345
A_T3_C,0.02,50.04,0.0345
A_T3_C,0.01,49.96,0.0345
A_T3_C,0.04,49.88,0.0345
A_T1,0,25.04,0.0345
A_T1,0.03,25.02,0.0345
A_T1,0.02,25.02,0.0345
A_T1,0.03,25.07,0.0345
A_T1,0.02,25.17,0.0345
A_T1,0.02,25.29,0.0345
A_T1,0.03,25.4,0.0345
A_T1,0.02,25.51,0.0345
A_T1,0.03,25.62,0.0345
A_T1,0.02,25.72,0.0345
A_T1,0.01,25.8,0.0345
A_T1,0.04,25.88,0.0345
A_T1,0.01,25.96,0.0345
A_T1,0.04,26.04,0.0345
A_T1,0.01,26.11,0.0345
A_T1,0.02,26.19,0.0345
A_T1,0.03,26.26,0.0345
A_T1,0.02,26.33,0.0345
A_T1,0.03,26.39,0.0345
A_T1,0.02,26.46,0.0345
A_T1,0.02,26.51,0.0345
A_T1,0.03,26.57,0.0345
A_T1,0.02,26.64,0.0345
A_T1,0.03,26.7,0.0345
A_T1,0.02,26.77,0.0345
A_T1,0.01,26.83,0.0345
A_T1,0.04,26.89,0.0345
A_T1,0.01,26.95,0.0345
A_T1,0.04,27,0.0345
A_T1,0.01,27.06,0.0345
A_T1,0.02,27.12,0.0345
A_T1,0.03,27.17,0.0345
A_T1,0.02,27.21,0.0345
A_T1,0.03,27.28,0.0345
A_T1,0.02,27.33,0.0345
A_T1,0.02,27.38,0.0345
A_T1,0.03,27.43,0.0345
A_T1,0.02,27.49,0.0345
A_T1,0.01,27.53,0.0345
A_T1,0.04,27.6,0.0345
A_T1,0.01,27.65,0.0345
A_T1,0.04,27.7,0.0345
A_T1,0.01,27.75,0.0345
A_T1,0.02,27.81,0.0345
A_T1,0.03,27.85,0.0345
A_T1,0.02,27.92,0.0345
A_T1,0.03,27.97,0.0345
A_T1,0.02,28.02,0.0345
A_T1,0.02,28.06,0.0345
A_T1,0.03,28.13,0.0345
A_T1,0.02,28.17,0.0345
A_T1,0.03,28.24,0.0345
A_T1,0.02,28.29,0.0345
A_T1,0.01,28.34,0.0345
A_T1,0.04,28.4,0.0345
A_T1,0.01,28.46,0.0345
A_T1,0.02,28.5,0.0345
A_T1,0.03,28.57,0.0345
A_T1,0.02,28.62,0.0345
A_T1,0.03,28.67,0.0345
A_T1,0.02,28.73,0.0345
A_T1,0.02,28.79,0.0345
A_T1,0.03,28.83,0.0345
A_T1,0.02,28.9,0.0345
A_T1,0.03,28.95,0.0345
A_T1,0.02,29.01,0.0345
A_T1,0.01,29.07,0.0345
A_T1,0.04,29.12,0.0345
A_T1,0.01,29.18,0.0345
A_T1,0.04,29.23,0.0345
A_T1,0.01,29.3,0.0345
A_T1,0.02,29.37,0.0345
A_T1,0.03,29.43,0.0345
A_T1,0.02,29.48,0.0345
A_T1,0.02,29.54,0.0345
A_T1,0.03,29.6,0.0345
A_T1,0.02,29.65,0.0345
A_T1,0.03,29.73,0.0345
A_T1,0.02,29.78,0.0345
A_T1,0.01,29.84,0.0345
A_T1,0.04,29.91,0.0345
A_T1,0.01,29.98,0.0345
A_T1,0.04,30.04,0.0345
A_T1,0.01,30.11,0.0345
A_T1,0.02,30.18,0.0345
A_T1,0.03,30.23,0.0345
A_T1,0.02,30.31,0.0345
A_T1,0.03,30.37,0.0345
A_T1,0.02,30.43,0.0345
A_T1,0.02,30.49,0.0345
A_T1,0.03,30.54,0.0345
A_T1,0.02,30.61,0.0345
A_T1,0.03,30.68,0.0345
A_T1,0.02,30.75,0.0345
A_T1,0.01,30.8,0.0345
A_T1,0.04,30.89,0.0345
A_T1,0.01,30.93,0.0345
A_T1,0.04,31.02,0.0345
A_T1,0.01,31.08,0.0345
A_T1,0.02,31.15,0.0345
A_T1,0.03,31.22,0.0345
A_T1,0.02,31.27,0.0345
A_T1,0.03,31.35,0.0345
A_T1,0.02,31.43,0.0345
A_T1,0.02,31.52,0.0345
A_T1,0.03,31.59,0.0345
A_T1,0.02,31.66,0.0345
A_T1,0.03,31.72,0.0345
A_T1,0.02,31.8,0.0345
A_T1,0.01,31.9,0.0345
A_T1,0.04,31.98,0.0345
A_T1,0.01,32.06,0.0345
A_T1,0.04,32.13,0.0345
A_T1,0.01,32.22,0.0345
A_T1,0.02,32.29,0.0345
A_T1,0.03,32.34,0.0345
A_T1,0.02,32.41,0.0345
A_T1,0.03,32.5,0.0345
A_T1,0.02,32.57,0.0345
A_T1,0.02,32.62,0.0345
A_T1,0.03,32.69,0.0345
A_T1,0.02,32.76,0.0345
A_T1,0.03,32.83,0.0345
A_T1,0.02,32.9,0.0345
A_T1,0.01,32.98,0.0345
A_T1,0.04,33.04,0.0345
A_T1,0.01,33.11,0.0345
A_T1,0.04,33.19,0.0345
A_T1,0.01,33.3,0.0345
A_T1,0.04,33.34,0.0345
A_T1,0.01,33.44,0.0345
A_T1,0.02,33.51,0.0345
A_T1,0.03,33.59,0.0345
A_T1,0.02,33.69,0.0345
A_T1,0.03,33.74,0.0345
A_T1,0.02,33.8,0.0345
A_T1,0.02,33.89,0.0345
A_T1,0.03,33.96,0.0345
A_T1,0.02,34.02,0.0345
A_T1,0.03,34.1,0.0345
A_T1,0.02,34.17,0.0345
A_T1,0.01,34.26,0.0345
A_T1,0.04,34.38,0.0345
A_T1,0.01,34.42,0.0345
A_T1,0.04,34.48,0.0345
A_T1,0.01,34.57,0.0345
A_T1,0.02,34.66,0.0345
A_T1,0.03,34.75,0.0345
A_T1,0.02,34.85,0.0345
A_T1,0.03,34.92,0.0345
A_T1,0.02,34.98,0.0345
A_T1,0.02,35.05,0.0345
A_T1,0.03,35.12,0.0345
A_T1,0.02,35.2,0.0345
A_T1,0.01,35.27,0.0345
A_T1,0.04,35.35,0.0345
A_T1,0.01,35.44,0.0345
A_T1,0.04,35.52,0.0345
A_T1,0.01,35.59,0.0345
A_T1,0.02,35.68,0.0345
A_T1,0.03,35.74,0.0345
A_T1,0.02,35.83,0.0345
A_T1,0.03,35.91,0.0345
A_T1,0.02,35.99,0.0345
A_T1,0.02,36.08,0.0345
A_T1,0.03,36.16,0.0345
A_T1,0.02,36.24,0.0345
A_T1,0.03,36.32,0.0345
A_T1,0.02,36.4,0.0345
A_T1,0.01,36.47,0.0345
A_T1,0.04,36.56,0.0345
A_T1,0.01,36.64,0.0345
A_T1,0.04,36.72,0.0345
A_T1,0.01,36.81,0.0345
A_T1,0.02,36.88,0.0345
A_T1,0.03,36.96,0.0345
A_T1,0.02,37.04,0.0345
A_T1,0.02,37.13,0.0345
A_T1,0.03,37.22,0.0345
A_T1,0.02,37.29,0.0345
A_T1,0.03,37.38,0.0345
A_T1,0.02,37.47,0.0345
A_T1,0.01,37.55,0.0345
A_T1,0.04,37.63,0.0345
A_T1,0.01,37.71,0.0345
A_T1,0.04,37.86,0.0345
A_T1,0.01,37.92,0.0345
A_T1,0.02,37.98,0.0345
A_T1,0.03,38.05,0.0345
A_T1,0.02,38.15,0.0345
A_T1,0.03,38.23,0.0345
A_T1,0.02,38.31,0.0345
A_T1,0.02,38.44,0.0345
A_T1,0.03,38.55,0.0345
A_T1,0.02,38.62,0.0345
A_T1,0.03,38.67,0.0345
A_T1,0.02,38.74,0.0345
A_T1,0.01,38.82,0.0345
A_T1,0.04,38.91,0.0345
A_T1,0.01,39,0.0345
A_T1,0.04,39.07,0.0345
A_T1,0.01,39.14,0.0345
A_T1,0.02,39.22,0.0345
A_T1,0.03,39.29,0.0345
A_T1,0.02,39.38,0.0345
A_T1,0.02,39.46,0.0345
A_T1,0.03,39.58,0.0345
A_T1,0.02,39.65,0.0345
A_T1,0.03,39.76,0.0345
A_T1,0.02,39.85,0.0345
A_T1,0.01,39.93,0.0345
A_T1,0.04,40.02,0.0345
A_T1,0.01,40.1,0.0345
A_T1,0.04,40.2,0.0345
A_T1,0.01,40.29,0.0345
A_T1,0.02,40.32,0.0345
A_T1,0.03,40.37,0.0345
A_T1,0.02,40.46,0.0345
A_T1,0.03,40.57,0.0345
A_T1,0.02,40.73,0.0345
A_T1,0.02,40.86,0.0345
A_T1,0.03,40.92,0.0345
A_T1,0.02,40.97,0.0345
A_T1,0.03,41.07,0.0345
A_T1,0.02,41.15,0.0345
A_T1,0.01,41.21,0.0345
A_T1,0.04,41.25,0.0345
A_T1,0.01,41.35,0.0345
A_T1,0.04,41.44,0.0345
A_T1,0.01,41.52,0.0345
A_T1,0.02,41.55,0.0345
A_T1,0.03,41.66,0.0345
A_T1,0.02,41.74,0.0345
A_T1,0.03,41.83,0.0345
A_T1,0.02,41.92,0.0345
A_T1,0.02,42.01,0.0345
A_T1,0.03,42.08,0.0345
A_T1,0.02,42.15,0.0345
A_T1,0.01,42.23,0.0345
A_T1,0.04,42.31,0.0345
A_T1,0.01,42.38,0.0345
A_T1,0.04,42.47,0.0345
A_T1,0.01,42.53,0.0345
A_T1,0.02,42.59,0.0345
A_T1,0.03,42.64,0.0345
A_T1,0.02,42.73,0.0345
A_T1,0.03,42.78,0.0345
A_T1,0.02,42.85,0.0345
A_T1,0.02,42.92,0.0345
A_T1,0.03,42.99,0.0345
A_T1,0.02,43.07,0.0345
A_T1,0.03,43.16,0.0345
A_T1,0.02,43.21,0.0345
A_T1,0.01,43.29,0.0345
A_T1,0.04,43.36,0.0345
A_T1,0.01,43.45,0.0345
A_T1,0.04,43.55,0.0345
A_T1,0.01,43.64,0.0345
A_T1,0.02,43.71,0.0345
A_T1,0.03,43.78,0.0345
A_T1,0.02,43.84,0.0345
A_T1,0.03,43.91,0.0345
A_T1,0.02,43.98,0.0345
A_T1,0.02,44.04,0.0345
A_T1,0.03,44.13,0.0345
A_T1,0.02,44.19,0.0345
A_T1,0.03,44.27,0.0345
A_T1,0.02,44.35,0.0345
A_T1,0.01,44.41,0.0345
A_T1,0.04,44.48,0.0345
A_T1,0.01,44.56,0.0345
A_T1,0.04,44.63,0.0345
A_T1,0.01,44.69,0.0345
A_T1,0.02,44.77,0.0345
A_T1,0.03,44.86,0.0345
A_T1,0.02,44.93,0.0345
A_T1,0.03,44.99,0.0345
A_T1,0.02,45.06,0.0345
A_T1,0.02,45.15,0.0345
A_T1,0.03,45.22,0.0345
A_T1,0.02,45.28,0.0345
A_T1,0.03,45.36,0.0345
A_T1,0.02,45.45,0.0345
A_T1,0.01,45.51,0.0345
A_T1,0.04,45.58,0.0345
A_T1,0.01,45.66,0.0345
A_T1,0.04,45.72,0.0345
A_T1,0.01,45.8,0.0345
A_T1,0.02,45.87,0.0345
A_T1,0.03,45.94,0.0345
A_T1,0.02,46,0.0345
A_T1,0.03,46.09,0.0345
A_T1,0.02,46.15,0.0345
A_T1,0.02,46.22,0.0345
A_T1,0.03,46.3,0.0345
A_T1,0.02,46.36,0.0345
A_T1,0.03,46.44,0.0345
A_T1,0.02,46.5,0.0345
A_T1,0.01,46.57,0.0345
A_T1,0.04,46.64,0.0345
A_T1,0.01,46.72,0.0345
A_T1,0.04,46.79,0.0345
A_T1,0.01,46.85,0.0345
A_T1,0.02,46.92,0.0345
A_T1,0.03,46.99,0.0345
A_T1,0.02,47.05,0.0345
A_T1,0.03,47.13,0.0345
A_T1,0.02,47.19,0.0345
A_T1,0.03,47.28,0.0345
A_T1,0.02,47.32,0.0345
A_T1,0.02,47.4,0.0345
A_T1,0.03,47.47,0.0345
A_T1,0.02,47.54,0.0345
A_T1,0.03,47.6,0.0345
A_T1,0.02,47.67,0.0345
A_T1,0.01,47.74,0.0345
A_T1,0.04,47.8,0.0345
A_T1,0.01,47.87,0.0345
A_T1,0.04,47.95,0.0345
A_T1,0.01,48.01,0.0345
A_T1,0.02,48.08,0.0345
A_T1,0.03,48.15,0.0345
A_T1,0.02,48.22,0.0345
A_T1,0.03,48.28,0.0345
A_T1,0.02,48.35,0.0345
A_T1,0.02,48.42,0.0345
A_T1,0.03,48.48,0.0345
A_T1,0.02,48.54,0.0345
A_T1,0.03,48.6,0.0345
A_T1,0.02,48.67,0.0345
A_T1,0.01,48.74,0.0345
A_T1,0.04,48.81,0.0345
A_T1,0.01,48.88,0.0345
A_T1,0.04,48.93,0.0345
A_T1,0.01,49,0.0345
A_T1,0.02,49.07,0.0345
A_T1,0.03,49.13,0.0345
A_T1,0.02,49.2,0.0345
A_T1,0.03,49.27,0.0345
A_T1,0.02,49.33,0.0345
A_T1,0.02,49.4,0.0345
A_T1,0.03,49.47,0.0345
A_T1,0.02,49.53,0.0345
A_T1,0.03,49.6,0.0345
A_T1,0.02,49.66,0.0345
A_T1,0.03,49.71,0.0345
A_T1,0.02,49.79,0.0345
A_T1,0.01,49.84,0.0345
A_T1,0.04,49.9,0.0345
A_T1,0.01,49.97,0.0345
A_T1,0.04,50.04,0.0345
A_T1,0.01,50.1,0.0345
A_T1,0.02,50.16,0.0345
A_T1,0.03,50.22,0.0345
A_T1,0.02,50.29,0.0345
A_T1,0.03,50.34,0.0345
A_T1,0.02,50.41,0.0345
A_T1,0.02,50.47,0.0345
A_T1,0.03,50.54,0.0345
A_T1,0.02,50.62,0.0345
A_T1,0.03,50.7,0.0345
A_T1,0.02,50.78,0.0345
A_T1,0.01,50.83,0.0345
A_T1,0.04,50.89,0.0345
A_T1,0.01,50.96,0.0345
A_T1,0.04,51.04,0.0345
A_T1,0.01,51.11,0.0345
A_T1,0.02,51.17,0.0345
A_T1,0.03,51.24,0.0345
A_T1,0.02,51.29,0.0345
A_T1,0.03,51.35,0.0345
A_T1,0.02,51.4,0.0345
A_T1,0.02,51.47,0.0345
A_T1,0.03,51.55,0.0345
A_T1,0.02,51.6,0.0345
A_T1,0.03,51.65,0.0345
A_T1,0.02,51.72,0.0345
A_T1,0.01,51.8,0.0345
A_T1,0.04,51.87,0.0345
A_T1,0.01,51.91,0.0345
A_T1,0.04,51.96,0.0345
A_T1,0.01,52.03,0.0345
A_T1,0.02,52.09,0.0345
A_T1,0.03,52.14,0.0345
A_T1,0.02,52.2,0.0345
A_T1,0.03,52.25,0.0345
A_T1,0.02,52.33,0.0345
A_T1,0.02,52.4,0.0345
A_T1,0.03,52.44,0.0345
A_T1,0.02,52.49,0.0345
A_T1,0.03,52.54,0.0345
A_T1,0.02,52.6,0.0345
A_T1,0.01,52.66,0.0345
A_T1,0.04,52.73,0.0345
A_T1,0.01,52.78,0.0345
A_T1,0.04,52.83,0.0345
A_T1,0.01,52.88,0.0345
A_T1,0.02,52.96,0.0345
A_T1,0.03,53.02,0.0345
